CUSTOMER,FULLNAME,TAXPAYER
290560,"ი/მ ჯ.ჯავახიშვილის კბილის კლინიკა ""ჯულია დენტი"" სხვა",200010125
292848,"სს ""ჩაჩავას კლინიკა""",203827608
294333,"სს ""ევექსის კლინიკები"" - წმინდა ნიკოლოზის სახელობის სამედიცინო ცენტრი",405327427
295948,"შპს ""გერმანული ჰოსპიტალი""",402101327
295955,"შპს ""კიკნაძის სტომატოლოგიური ცენტრი""",405213022
297987,"სს ""კ.ერისთავის სახელობის ექსპერიმენტული და კლინიკური ქირურგიის ეროვნული ცენტრი"" ბათუმი",202051689
298500,"სს ""ევექსის ჰოსპიტლები""-ონკოლოგიის ცენტრი",.0447620.
309415,"სს ""ევექსის ჰოსპიტლები"" - თელავის რეფერალური ჰოსპიტალი",",,,476205"
310924,"სს ""ევექსის კლინიკები""-ხობის კლინიკა",40532742
310928,"სს ""ევექსის ჰოსპიტლები"" - ზუგდიდის რეფერალური ჰოსპიტალი",404476...
310933,"სს ""ევექსის კლინიკები"" - ი.ციციშვილის სახელობის ბავშვთა კლინიკა",40447....
310974,"სს ""სამედიცინო კორპორაცია ევექსი"" - ივ.ბოკერიას სახელობის რეფერალური ჰოსპიტალი",..447620.
311091,"სს ""ევექსის ჰოსპიტლები"" -ტრავმატოლოგიური ჰოსპიტალი",404..6205
311504,"სს ""ევექსის კლინიკები"" - ყვარელის კლინიკა",4053274..
311507,"სს ""ევექსის ჰოსპიტლები"" - ბათუმის რეფერალური ჰოსპიტალი",40...6205
325234,"შპს ""მედ ინვესტმენტი"" (აბულაძის ქ. N7)",425334213
326554,"სს ""ევექსის ჰოსპიტლები""-კარაპს მედლაინი",40..76205
327736,"შპს ""აკადემიკოს ფრიდონ თოდუას სამედიცინო ცენტრი""",20199069
329471,"სს ""ევექსის ჰოსპიტლები""-მ.იაშვილის სახელობის ბავშვთა ცენტრალური საავადმყოფო","4,,476205"
329815,"შპს""„მეტა პრაიმ დენტალ""",405040049
334284,"სს ""ევექსის ჰოსპიტლები""-მ.იაშვილის სახელობის ბათუმის დედათა და ბავშვთა ც/ჰოსპ.",40....205
334288,"სს""ჯერარსი""",205279740
340816,"შპს ""დენტექსი 95""",203826501
341282,"სს""ევექსის კლინიკაბი""-ხონის კლინიკა",..53274..
341283,"სს""ევექსის ჰოსპიტლები""-ქობულეთის ჰოსპიტალი",",,44762,,"
342166,"სს""ევექსის კლინიკები""-ახმეტის კლინიკა",.0532742.
342167,"შპს""ახალი კლინიკა""-ხაშურის ჰოსპიტალი",40498023
344174,"შპს ""კონსმედი""",202445586
347078,"შპს სასწრაფო სამედიცინოდახმარება ""მკურნალი 75-03-03""",204427619
347554,"შპს ბერძნული სამედიცინო ფონდი ""ჰიპოკრატე""",202940372
347582,"შპს ""ტესლა""",405334348
347805,"შპს""თბილისის მედიცინის ინსტიტუტი""",405271646
347838,"სს""ევექსის ჰოსპიტლები""-ი.ციციშვილის სახელობის ბავშვთა კლინიკა",4.4476205
348792,"შპს""გორმედი"" ხაშურის ცენტრალური საავადმყოფო",417876711
350488,შპს ტლ მედიკალ (ტატიშვილის ცენტ. ბერი გაბრიელ სალოსის ქ. N55),405302499
350489,დავით ტატიშვილის სამედიცინო ცენტრი (მარიჯანი) შპს,999199999
350490,"შპს ""დავით ტატიშვილის ჯანმრთელობის ცენტრი"" (პეკინი)",405310612
350524,სხვა შპს,12312
354234,"სს""ევექსის ჰოსპიტლები""-ქუთაისის რეფერალური ჰოსპიტალი","40,476,205"
354305,"შპს""კავკასიის მედიცინის ცენტრი""","4049257,,"
360878,"სს""საქართელოს კლინიკები""-შუახევის კლინიკა","40,527,427"
285641,შპს ონკოლოგიის სამეცნიერო კვლევითი ცენტრი(მარდალეიშვილის კლინიკა),205284093
361435,"შპს ""ქუთაისის ცენტრალური საავადმყოფო""",212685423
361440,მედალფა (ბათუმის ბონის კლინიკა) შპს,404908043
363310,"შპს""ბეიბი მედიქეარი""(ბეიბი ექსპრესი)",405108930
365926,"შპს""არქიმედეს კლინიკა"" - სიღნაღი",404899567
19928,"შპს ""M მედი22"" სხვა",200006536
381424,"შპს""გლობალმედ""",405055032
382699,"შპს ""ინიციო"" დავით ტატიშვილის სამედიცინო ცენტრი",404550286
17788,"შპს ""ინ ვიტრო განაყოფიერების ცენტრი""",202462708
383155,"შპს ""კბილი""",405230922
406666,"შპს ""მედალფა"" ოზურგეთის კლინიკა",404908047
408644,"სს ""გერმანული ჰოსპიტალი""",402101328
415336,"შპს ""ლ. მანაგაძის სახელობის უროლოგიის ეროვნული ცენტრი""",206063383
417523,"სს""ევექსის ჰოსპიტლები""-ახალციხის რეფერალური ჰოსპიტალი",...476205
417634,"სს""ევექსის კლინიკები""-წალენჯიხის კლინიკა",..5327427
417698,"სს""ევექსის კლინიკები""-ზუგდიდის პოლიკლინიკა",...327427
417973,"სს""ევექსის კლინიკები""-დიდუბის პოლიკლინიკა",;;5327427
418653,"სს""ევექსის კლინიკები""-მარტვილის კლინიკა",",,,327427"
420420,"შპს ""მედექსი""",405325700
424810,"შპს ""არქიმედეს კლინიკა"" - სენაკი",404869567
425457,"შპს ""აკადემიკოს ვახტანგ ბოჭორიშვილის სამედიცინო ცენტრი""",405018831
426213,"შპს ""ქართულ-ჰოლანდიური ჰოსპიტალი""",402049760
426591,"სს""ევექსის კლინიკები""-აბაშის კლინიკა","40532742,"
428117,"შპს ""იოანე მოწყალეს სახელობის პრივატ კლინიკა""",404413005
429005,"შპს ""მედ ინვესტმენტი"" (მარიჯანის ქ. N2ბ)",199998999
409901,"შპს ""ოპტიმალ მედი""",404512096
430342,"შპს ""ბიჯი უნიმედი""",405153337
430985,"შპს ""პი ეს დენტალი""",404863536
431364,"სს ""ევექსის ჰოსპიტლები"" - ივანე ბოკერიას სახელობის რეფერალური ჰოსპიტალი",121212124
431623,"შპს ""ნლი""",419994741
432025,"სს""ევექსის კლინიკები""- თერჯოლის კლინიკა",",,5327427"
433049,"შპს ""საერთაშორისო სტომატოლოგიის ცენტრი ""აისო""""",405218768
433547,"სს""ევექსის კლინიკები""-ტყიბულის კლინიკა",405327;;;
436058,"შპს ""ტლ მედიკალ"" (სანდრო ეულის ფილიალი)",122223333
380498,"შპს ""ბლიც სტომატოლოგია""",405220906
436466,"შპს ""ს. ხეჩინაშვილის სახელობის საუნივერსიტეტო კლინიკა""",404866123
436627,"სს ""ევექსის კლინიკები"" - საბურთალოს პოლიკლინიკა (ვაჟა-ფშაველას გამზირი)",404476111
436628,"სს ""ევექსის კლინიკები"" - გლდანის პოლიკლინიკა",111116205
436629,"სს ""ევექსის კლინიკები"" - ისნის პოლიკლინიკა",222222205
436775,"შპს ""აკადემიკოს ქეთევან ნემსაძის სახელობის პედიატრიული კლინიკა - გლობალმედი""",555554788
451391,"სს""ევექსის ჰოსპიტლები""-ფოთის ჰოსპიტალი","40,,76205"
451573,"სს ""ევექსის კლინიკები"" - ადიგენის კლინიკა",457845784
455361,"სს ""საქართველოს კლინიკები"" - ასპინძის კლინიკა",114455669
455639,"შპს ""მედქორნერ""",416351888
459282,"შპს ""მედი პრაიმ""",406240900
460742,"სს ""ევექსის კლინიკები"" - ფოთის პოლიკლინიკა შპს",111222444
106146,"შპს ფარმადეპო,ჯიპისი/ავერსი/პე ეს პე",999999277
464112,"შპს ""თანამედროვე სამედიცინო ტექნოლოგიების დასავლეთის რეგიონალური ცენტრი""",412719651
474523,"შპს ""ნიუდენტი 1""",222212211
476488,"შპს ""რენომე""",405230933
105978,"შპს ""მედალფა"" სხვა",999999109
477218,აფთიაქი შპს,99999999
483283,"შპს ""ლი-მედი""",406291720
483284,"შპს ""დავით ტატიშვილის სამედიცინო ცენტრი - ფოთი""",415107663
484718,"საქართველო-ისრაელის ერთობლივი ქირურგიული კლინიკა შპს ""გიდმედი""",202453987
485907,"სს ""ევექსის კლინიკები"" - ასპინძის კლინიკა, ""ტესტ ევექსი""",114455669
458551,Aversi/PSP შპს,9999962
487196,"შპს ""დასავლეთ საქართველოს სამედიცინო ცენტრი""",111115200
487315,"სს ""ტუბერკულოზისა და ფილტვის დაავადებათა ეროვნული ცენტრი""",202172139
494546,სს ევექსის კლინიკები - მთაწმინდის პოლიკლინიკა,380498122
495288,"სს ""ევექსის ჰოსპიტლები"" - კრისტინა კილის სახელობის ონკოლოგიის ცენტრი",161524559
106200,ბათუმის N1 პოლიკლინიკა,999999331
503208,"სს ""ევექსის კლინიკა"" - ქედის კლინიკა",222222233
554667,შპს დავით ტატიშვილის სამედიცინო ცენტრი - ბათუმი,445575671
598507,"შპს""თოდუას კლინიკა""",201990697
599146,"შპს ""თოდუას კლინიკა""","20199069,"
599230,"შპს ""მედ დიაგნოსტიკა""",400278622
611206,შპს ამერიკან ჰოსპიტალ ნეთვორქ,402154342
633149,"შპს ""თვალის დიაგნოსტიკური ცენტრი""",404907133
633150,"შპს ""საოჯახო კლინიკა""",405480625
636342,"შპს ""ჭიათურის ამბულატორიული ცენტრი""",123123123
642404,"შპს ""ქუთაისის რეგიონალური სტომატოლოგიური ცენტრი""",212674756
643527,"სს ""საქართველოს კლინიკები"" - ჩხოროწყუს კლინიკა",401113152
780513,"შპს ""ბი ელ დენტი""",417874697
781629,"შპს ""ბათუმის სამედიცინო აკადემია""",245419355
781668,"შპს ""ღიმილის რეზიდენცია""",445584966
785276,"შპს ""ქიფ სმაილი""",405314770
786302,Test სხვა,204931111
788204,"შპს ""ზ. ტყეშელაშვილის სახელობის ტრავმატოლოგია - ორთოპედიის ცენტრი""",436048215
788206,"შპს ,,ჯეო ჰოსპიტალს“-ის ქუთაისის ცენტრალური საავადმყოფო",404907730
788363,"შპს ""ამერიკული ჰოსპიტალი თბილისი""",402154555
788950,"შპს ""მკურნალი 2002""",200079654
802865,შპს ნეოლაბი,205184352
803684,"შპს ""კლინიკა რეიმანი"" (სანდრო ეულის ქ. N7)",405325768
804021,"შპს ""კლინიკა კანი""",404927790
804227,"შპს ""იუნიქი""",401958049
804463,"ი/მ ""ანასტასია ხუფენია - სენადენტი"" სხვა",139893970
806190,"შპს ""კრისტალი""",400275572
806191,"შპს ""ინტერმედ ტური"" - უნივერსი",405197969
806192,"შპს ""დეილი დენტალი"" - დენსი +",204517344
806194,"შპს ""როიალ დენტი""",204920648
806196,"შპს ""დენტალ ქეარ""",415096568
806209,"შპს ,,ჯეო ჰოსპიტალს“-ის თბილისის მრავალპროფილური სამედიცინო ცენტრი“ (წინანდლის ქ. N3)",404907731
806216,ი/მ გიორგი მარტიაშვილი - ბოლნისი დენტალი სხვა,100010423
806463,"შპს""ჯანმრთელობის ცენტრი""",211381994
806780,"შპს ""ს. აბაშიძის პათოლოგიის, შიდსის და ტუბერკულოზის რეგიონალური ცენტრი""",245418392
807337,"შპს ""მედ ინვესტმენტი"" (ვაჟა-ფშაველა)",425334213
809639,ი/მ ილია მალაზონია სხვა,414293152
809729,"შპს ""ქიდს ველ""",405513083
810391,"შპს ""გ მედი""",405389137
811589,"შპს ""ფოთის პირველი პოლიკლინიკა""",415085286
812716,ი/მ შორენა მჭედლიძე სხვა,958748855
813602,"შპს ""ჰელფერი"" - კლინიკა როიალ დენტი",405341633
813663,ი/მ ნინო ტრაპაიძე - სტომატოლოგიური კლინიკა ინოვა სხვა,958748822
816039,"შპს ""ფოთის ცენტრალური საავადმყოფო ბომონდი"" სხვა",415105567
816453,"შპს ""მედიგრუპი"" (გლდანი, თ.ბოჭორიშვილის ჩიხი 1 N4)",400298842
816927,"შპს ""ნიუ დენტი""",405308368
13182,"შპს ""მრჩეველი""",204954497
822235,"შპს ""მეგა-ლაბი""",405211319
822277,"შპს ""გრიგოლ რობაქიძის უნივერსიტეტი, სტომატოლოგიის საუნივერსიტეტო კლინიკა გრუნივერსი""",200002120
822535,"შპს ""თბილისის გულის ცენტრი""",405125332
830562,"სს ""ვიანი"" - ახალციხის რეფერალური ჰოსპიტალი",...417523
830563,"სს ""ვიანი"" - ახალქალაქის ჰოსპიტალი",223352306
830564,"სს ""ვიანი"" - ბათუმის რეფერალური ჰოსპიტალი",404865971
830565,"სს ""ვიანი"" - მ. იაშვილის სახელობის ბათუმის დედათა და ბავშვთა ცენტრალური ჰოსპიტალი",404476200
830566,"სს „ვიანი"" - კრისტინა კილის სახელობის ონკოლოგიის ცენტრი",404476255
830576,"სს ""ვიანი"" - ქუთაისის რეფერალური ჰოსპიტალი",404476211
830577,სს „ვიანი“ - ფოთის ჰოსპიტალი,215119182
830578,"სს ""ვიანი""  - ქობულეთის ჰოსპიტალი",404476222
830579,"სს ""ვიანი"" - ი. ბოკერიას სახელობის  საუნივერსიტეტო ჰოსპიტალი",404476233
830580,"სს ""ვიანი"" - ი. ციციშვილის სახელობის ბავშვთა კლინიკა",404904570
830581,"სს ""ვიანი"" - მ.იაშვილის სახელობის ბავშვთა ცენტრალური საავადმყოფო",404476244
830582,"სს ""ვიანი"" - თელავის რეფერალური ჰოსპიტალი",404476266
830632,"სს ""ვიანი"" - კარაპს მედლაინი",404476277
830697,სს „ვიანი“ - ზუგდიდის რეფერალური ჰოსპიტალი,404476288
833593,"სს ""ევექსის კლინიკები"" ცინცაძის პოლიკლინიკა (ცინცაძის N24)",405327422
839177,"შპს ""გორმედი"" ქარელის ცენტრალური საავადმყოფო",417876710
839778,"შპს ""მცხეთის პირველადი ჯანდაცვის ცენტრი - ჯანმრთელი თაობა""",236035465
840835,"სს ""საქართველოს კლინიკები"" თელავის რეფერალური ჰოსპიტალი",4476205
842189,"სს ""საქართველოს კლინიკები"" ფოთის ჰოსპიტალი",404476201
842683,"შპს ""მარდალეიშვილის სამედიცინო ცენტრი - რუსთავი""",216452265
843285,"სს ""საქართველოს კლინიკები"" - ბათუმის რეფერალური ჰოსპიტალი",404476208
843369,ინოვაციური სამედიცინო ცენტრი ბირთი (ბათუმი) შპს,1001001
845195,"სს ""საქართველოს კლინიკები"" - ქუთაისის რეფერალური ჰოსპიტალი",404393155
845201,"სს ""საქართველოს კლინიკები"" - ი. ციციშვილის სახელობის ბავშვთა კლინიკა",404393156
845786,"სს ""საქართველოს კლინიკები"" - ქობულეთის ჰოსპიტალი",404040400
846347,"სს ""ევექსი"" - ცინცაძის პოლიკლინიკა (ცინცაძის N24)",405670000
846906,"შპს ""მაღალტექნოლოგიური ჰოსპიტალი მედცენტრი"" ბათუმის რეფერალური ჰოსპიტალი",445466871
847352,"სს ""ევექსი"" - საბურთალოს პოლიკლინიკა",405670001
847370,"სს ""საქართველოს კლინიკები"" - ახალციხის რეფერალური ჰოსპიტალი",40447620*
847372,"სს""საქართველოს კლინიკები""- თერჯოლის კლინიკა",40447620'
847373,"სს ""საქართველოს კლინიკები""- ხობის კლინიკა",40447620;
847474,სს „საქართველოს კლინიკები“ - ზუგდიდის რეფერალური ჰოსპიტალი,404476206
847475,"სს ""საქართველოს კლინიკები"" - ყვარელის კლინიკა",404476209
847620,"სს""საქართველოს კლინიკები"" - მარტვილის კლინიკა სხვა",404476502
849509,"სს""საქართველოს კლინიკები"" - ტყიბულის კლინიკა",404476207
849534,"შპს ""ალიანს მედი"" - ქარელის ჰოსპიტალი",405108476
849644,"შპს ""გამოსავალი""",404589664
849740,შპს „ჯეო ჰოსპიტალს“ ჭიათურის მრავალპროფილური სამედიცინო ცენტრი,404907732
850015,შპს „ სამედიცინო ცენტრი აი ემ სი“,405663928
850167,სამივე აფთიაქი სხვა,987654322
850212,"სს ""საქართველოს კლინიკები"" - აბაშის კლინიკა",4044762//
850901,"ი.მ. ""სოფიო ალადაშვილი ექსტრა დენტი"" სხვა",10100148
850956,"შპს ""ულტრამედი""",200254090
850957,"სს ""ევექსი"" - ვარკეთილის პოლიკლინიკა",405670002
850963,"სს ""ევექსი"" - ისნის პოლიკლინიკა",405670003
852106,"შპს ""კოჯრის სააქიმო ამბულატორია""",226521298
854164,"შპს ""უნიკა""",406027311
854360,"სს ""საქართველოს კლინიკები"" - ახმეტის კლინიკა",404476267
856954,"სს ""საქართველოს კლინიკები"" - ადიგენის კლინიკა",404476289
857686,Sea Lead Shipping Pte. Ltd სხვა,201708559
858500,"შპს ""ს.ვირსალიძის სახელობის სამედიცინო პარაზიტოლოგიის ინსტიტუტი""",405547595
858767,"სს ""ევექსი"" - წმინდა ნიკოლოზის სახელობის სამედიცინო ცენტრი",405670004
859274,"სს ""საქართველოს კლინიკები"" - ქედის კლინიკა",404476212
860372,"შპს ""წმინდა მიქაელის ჰოსპიტალი""",202901831
861370,"შპს ""ჯან მედი""",444961980
862690,"სს ""საქართველოს კლინიკები"" - ახალქალაქის ჰოსპიტალი",404393157
862816,სს „საქართველოს კლინიკები“ - ხაშურის ჰოსპიტალი,40447620-
862817,სს „საქართველოს კლინიკები“ - ქარელის კლინიკა,40447620)
35108,შპს იმპექსფარმი,204927909
865067,"შპს ""ამხანაგობა სანო-კლინიკა""",200286779
865829,"სს ""საქართველოს კლინიკები"" - ხონის კლინიკა",40447620=
866509,"სს ""საქართველოს კლინიკები"" წალენჯიხის კლინიკა",40447620!
877325,"შპს ""თოდუას კლინიკა"" ვერე",112233444
877326,"შპს ""თოდუას კლინიკა"" დიღომი",111222555
878712,"შპს ""ხოზრევანიძის კლინიკა""",445435707
878720,"შპს ""მედ ინვესტმენტი"" (ანჯაფარიძის ფილიალი)",405334213
878911,"შპს ""ჯეოასისტანსი""",405281154
882800,შპს კომფარმა,445429581
882801,სს ევექსი ბათუმის პოლიკლინიკა,"4056700,,"
882815,შპს ი. ჟორდანიას სამედიცინო ცენტრი,402044355
419104,მედიქალ ვორლდ დიაგნოსტიკი შპს,406218775
882828,შპს ქუთაისის ახალი №2 სამშობიარო სახლი,412673174
882830,შპს ევროპული ხელოვნური განაყოფიერების კლინიკა,404653175
882831,მედკაპიტალი შპს,205218030
882832,"შპს ""აუდიოლოგიის ეროვნული ცენტრი""",202464662
882833,შპს ჯანმრთელობის ინსტიტუტი,404481100
882834,სს სილკ მედიკალ,402192195
882835,შპს თერაპიის სახლი,201945182
882836,შპს ინოვაციური სტომატოლოგიის ცენტრი როგო,445449667
882837,შპს დენტამედი,406041297
882838,შპს მზიურის ბავშვთა სამედიცინო ცენტრი მზიურიმედი,404519464
882840,შპს ენეს დენტი,405579896
882844,შპს კახაბერ სიხარულიძის სტომატოლოგიური კლინიკა,200253484
882847,შპს სმაილ სტუდიო,405377943
882854,შპს სპარტაკ გელაშვილი კლინიკა -ჯი ეს კლინიკა,439405591
882855,შპს სოლომედი,445455720
882860,შპს მიკროდერმა,405636717
882870,შპს იმუნო,401980594
882871,შპს კონსილიუმი,404483288
882895,შპს დიმიტრი მხეიძის სახელობის ყელ-ყურ-ცხვირის კლინიკა გიდი,212693637
882896,შპს ნ ნ დენტჰაუს,406329959
882897,თინათინ თოფურიძის სტომატოლოგიური ცენტრი ევერგრინ შპს,405255325
882901,შპს დენტა-კლასი,205227743
882902,შპს ულტრასეივ,445681628
882947,შპს დიაკორი,400133814
882951,შპს დავით დავარაშვილის კლინიკა,406131939
882952,შპს ფარმაცია დი ენდ თი,412771923
882960,შპს დენტალ სთარი,402003265
882961,შპს დიაბეტის კვლევის ეროვნული ცენტრი,401943475
882982,დიაგნოზი - სამკურნალო-დიაგნოსტიკური ცენტრი შპს,206197122
882983,სს კურაციო,204860597
882988,შპს პრემიუმ მედსერვისი,405186445
882990,შპს რეპროდუქციული მედიცინის ცენტრი უნივერსი,200199702
883116,აიქიუ IQ კლინიკა შპს,405043705
883130,შპს ქართულ-ამერიკული რეპროდუქციული კლინიკა რეპროარტი,404945244
883133,პოლიკლინიკა მოზრდილთა #26 შპს,211357814
883147,ალტრა ვიტა შპს,404953699
883148,საზღვარგარეთის კლინიკა შპს,777777777
883149,შპს უროლაბი სხვა,406024680
883152,ამბროსი ვახტანგაძე დენტალ-შაინი შპს,106056151
883157,ინდივიდუალური მეწარმე ხათუნა ჭონიშვილი შპს,100077952
883175,შპს პათოლოგიის კვლევითი ცენტრი,402040251
883176,შპს პედიატრიკი,404565476
883177,შპს დენტ ოფისი,205256505
883179,შპს ახალი ხედვა,400029303
51107,ფარმაცევტული სახლი + შპს,205199033
52015,შპს ზურაბ საბახტარაშვილის რეპროდუქციული კლინიკა,205231710
883227,შპს ნიუ პლაზმა,445507201
883228,შპს კუზანოვ დენტი,206333118
883229,შპს კვანტუმი-მაქსიდენტი,400303676
883230,შპს დენტ თაუნი,400308662
883231,შპს კონფიდენტალი,406325560
883239,მედიქეარ ჯორჯია შპს,404396765
883240,მოლეკულური დიაგნოსტიკის ცენტრი შპს,405097595
883243,შპს ემ კლინიკ ჯორჯია,405084723
883244,შპს ბაქტერიოფაგის ანალიტიკურ-სადიაგნოსტიკო ცენტრი დიაგნოზი 90,211352301
883245,"შპს""დენტალუქსი პრიმა""",445765315
883248,შპს ფერტიმედი,211386230
883254,შპს სტომატოლოგიის ცენტრი სოლო,405129007
883264,ნინო ბერიძის ორთოდონტიული ცენტრი შპს,205291236
883289,შპს ფორტის ფარმაცეუტიკალს,400271665
883293,შპს კარდიო ექსპერტი,405022247
883307,შპს თიენ დენტალი,405093303
883318,ინოვაციური სამედიცინო კლინიკა ბირთი სხვა,445612766
12634,შპს ნეოფარმი +,204537858
883323,შპს დავით თელიას კლინიკა - მტკიცებითი მედიცინის ცენტრი,405356993
883327,შპს სტატუსი,402035285
883331,დენტა ვიტა შპს,205186715
883335,შპს გლობალ დენტი,404862430
883338,შპს ემ ფარმა,445436163
883348,ჩაიკა თბილისი შპს,405588564
883358,შპს კლინიკა ჭიამაია,406354948
52954,"შ.პ.ს. ""დენტ ეფექტი"" შპს",215125923
883404,შპს გენომიქსი,405417516
883405,შპს პირველი სამედიცინო კლინიკა,405533267
883439,შპს აისი,202167412
883440,შპს უნიდენტი,201953680
883441,შპს ციფრული სტომატოლოგიის ცენტრი,445679622
883442,შპს მეგაფარმი,245437004
883443,შპს ქართულ-ავსტრიული კლინიკო-დიაგნოსტიკური ლაბორატორია,205216363
883444,შპს ალეკო კაკონაშვილის უროლოგიური კაბინეტი ELEKTA,404389292
883452,შპს მიქსტა,412752695
883456,ინდივიდუალური მეწარმე მაია ტყეშელაშვილი შპს,10250179
883458,შპს ფრანგულ-გერმანული ხუჯაძე-გოგნიაშვილის ყელ-ყურ-ცხვირის კლინიკა,404467019
883459,შპს ზარადენტი,400343918
883501,შპს სამედიცინო ცენტრი სონოლაბი,412735009
883509,შპს ქეთევან ჯანელიძის სტომატოლოგიური კლინიკა,406210513
883510,შპს ბათუმის სამედიცინო ცენტრი,248384234
883518,შპს T ენდ L,406055860
883528,შპს ინ ვიტრო ლაიფი,405494380
883529,შპს გლუკოზა 4,400286310
883530,შპს კლინიკა მარჯანი,405056102
883533,შპს გალა,404982925
883535,შპს სმაილ - დენტი - 2008,205233923
883538,შპს კლინიკა ფარმალია,445613952
883544,შპს ე.მ.მ. დენტი,405257886
883545,"ი/მ ინგა ბართაია ""ემ დენტალი"" შპს",290010100
883547,ი/მ მაია ხვიჩია სხვა,620040108
855307,Prime line შპს,404435465
883561,შპს მერმისი,201947340
883569,შპს იმპლანტ სტუდიო,426116428
883576,შპს გალა და კომპანია,412768456
15584,შპს გეა,201951209
883586,შპს კენ ვოლკერის სახელობის სამედიცინო რეაბილიტაციის საუნივერსიტეტო კლინიკა,404590876
883611,შპს ქართულ-გერმანული რეპროდუქციული ცენტრი,404583090
883613,ეროვნული სკრინინგ-ცენტრი შპს,202442730
883614,შპს ირინა შანიძე და კომპანია,245389583
883617,შპს გლუკოზა+,448386773
883621,შპს თბილისის №4 საოჯახო მედიცინის ცენტრი,206040988
883630,შპს რედმედი,405341465
883632,შპს დენტ ეფექტ+,445425255
883644,შპს ენდორფინი,400143019
883649,შპს ორთოგრაფი,405710333
883679,შპს ბაიები,406048281
883681,შპს კლინიკა თერამედი,401996122
883697,შპს კალანდაძე,216450800
883698,ი/მ ნინო ღოღელიანი - ნიუ დენტი სხვა,10080022
883714,შპს მედიქალ ბორჯომი,426125034
883715,შპს ახალციხის კლინიკა იმედი,424067306
883726,შპს ევროდენტი,211322273
29943,შპს რონიკო,203836974
885135,შპს მეტრეველის სტომატოლოგიური ცენტრი,405340901
885140,შპს სმარტ ულტრასაუნდი,405019689
885141,შპს მედ ლაბი,405128954
885144,შპს კლინიკა ნითა,405132413
885145,შპს მედლაბი,412715236
885146,შპს ორთოჯი,405559541
885148,რევმატოლოგიის სამეცნიერო-პრაქტიკული ცენტრი აკად. ვ. წითლანაძის სახელობის შპს,202905972
885164,შპს ნავროზაშვილის კლინიკა,416385637
885165,იმ დათო შავაძე შპს,145584310
885166,შპს მა და კა დენტალი,406207661
885169,ინდივიდუალური მეწარმე ემეს დენტი შპს,590010115
885182,სტომატოლოგიური კლინიკა პულსი დენტი შპს,231241714
885184,შპს კლინიკა ლარსზე,404499609
885185,შპს კლინიკა კორტექსი,404865384
885233,შპს ემდიორთო გრუპი,400328436
885235,შპს დერმა დენტი,416333337
885238,შპს ნ26,405482197
885245,შპს ჟენშენფარმი 2023 სხვა,445692965
885246,შპს ჯანმრთელი მომავალი სხვა,401949807
885248,შპს დენტარტი სხვა,200128726
885256,ი/მ ნინო მათიაშვილი შპს,10130180
885261,შპს დნმ პოლისი,405109190
885274,სს ქობულეთის სამედიცინო ცენტრი შპს,446955484
885275,შპს სხივური მედიცინის ცენტრი,405034840
885277,შპს ვ.ს დენტალ კლინიკ სხვა,404579880
885292,შპს მიკრობიოლოგი,212847277
885293,შპს ქ.თბილისის №14 შერეული პოლიკლინიკა,211340949
885299,შპს ელიავას საერთაშორისო ფაგოთერაპიული ცენტრი სხვა,205276770
885302,შპს მედფემი,445688275
885307,შპს პერსონალიზებული მედიცინის ინსტიტუტი,405071773
885308,შპს ქუთაისის № 1 პირველადი ჯანდაცვის ცენტრი,212913276
885363,ინდივიდუალური მეწარმე ანა ლებანიძე სხვა,10110454
885368,შპს ოდონტი,405254923
885379,შპს მენტალვიტა,205271784
885383,შპს ბათუმი დენტალ კლინიკ BATUMI DENTAL CLINIC,445441709
885404,შპს სამედიცინო დიაგნოსტიკური ლაბორატორია ემდილაბი,412732798
885405,დენტისტ-ჯე შპს,204533647
885406,შპს გს კომპანი პრო,445679098
885407,ნუგზარ ასანაშვილის სახელობის სამკურნალო-პროფილაქტიკური ცენტრი შპს,202449519
885436,შპს ფემილი დენტი,405408768
885440,შპს დიადენტი სხვა,205212517
885442,შპს გითსი ფსიქეა – გიორგი ჭეიშვილის მენტალური ჯანმრთელობის ცენტრი,405489859
885454,შპს ქართული დენტალური ცენტრი,400044965
885457,შპს დავინჩი,405034680
885465,NULL,405489859
885485,შპს სმაილ გალერი,445517888
885490,შპს სმაილ ქეარი,402030912
885491,შპს კლინიკა ნ.ჯ სხვა,245630553
885518,შპს ბათუმი ლაიფი 2023,445724173
885875,ინდივიდუალური მეწარმე გვანცა ანიაშვილი სხვა,590011158
885877,შპს ექიმ ბუბნოვსკის ცენტრი,405067804
885891,ზაქარია როჭიკაშვილის გასტროენტეროლოგიური კლინიკა ესკულაპი შპს,405556125
247670,კლინიკური კარდიოლოგიის ინსტიტუტი შპს,400037875
885911,შპს ქეთევან გოგილაშვილის სტომატოლოგიის ცენტრი ალბიუსი,204496928
885920,შპს ნებულა დენტი,406371493
885963,შპს პიერ ფოშარი,437079554
885965,შპს იმედი,400009520
886362,შპს ჯანი,431953246
886366,ინდივიდუალური მეწარმე ნინო სვანაძე სხვა,600010402
886432,შპს დენტალ ჰელფი,436254367
886435,შპს გრინმედი,400011802
886440,შპს დენტო რუმს ჯგუფი,443871348
886443,შპს მაცაცო ქვარცხავას სტომატოლოგიური კლინიკა,405355388
886444,შპს ვარკეთილის სამკურნალო ცენტრი,206029064
