CUSTOMER,FULLNAME,TAXPAYER
886447,შპს სენაკის ბავშვთა საავადმყოფო,239866542
886460,შპს WDC,404983176
515621,შპს ფარმანეტი,404890445
886487,შპს სამედიცინო ცენტრი მედიმედი,404472931
886488,შპს კუზანოვის კლინიკა Kuzanov clinic LLC,202377178
886490,შპს საოჯახო მედიცინის ეროვნული სასწავლო ცენტრი,202905945
886503,შპს კარდიოლოგიური კლინიკა მზეკარდი,412685214
886563,შპს პანაცეა სხვა,202250893
886588,შპს სამედიცინო ცენტრი დიომედი +,212749329
886594,შპს ლაზერი,211400027
886631,ნევროლოგიისა და ნეიროფსიქოლოგიის ინსტიტუტი შპს,204472720
886632,შპს ირაკლი კოხრეიძის საკონსულტაციო ცენტრი,405449974
886644,შპს დავით მამულაშვილის სტომატოლოგიური კლინიკა,400322496
886645,შპს დენტ ფოინთ სხვა,400323949
886646,შპს +ულტრა დენტი,404423744
886655,შპს ბუდაპეშტი 2019,405307225
886660,შპს დენტალონი,401984554
886661,შპს MS CLINIC,404932141
886666,შპს ოფთალმედი,405012445
886679,შპს ა1,405387656
886697,შპს პლატომედი,405367286
886700,შპს მარიკა კუბლაშვილის სტომატოლოგიური ცენტრი,405475301
886702,შპს დენტალ არეა,417902559
886728,შპს რემედიცი,404510347
886729,იმ ნანა ცომაია სხვა,230010012
886735,შპს დინ-ფარმა,402005192
886743,შპს აილაინი,412713737
886744,შპს აკად. გრიგოლ მუხაძის სახელობის ჰემატოლოგიისა და ტრანსფუზიოლოგიის ინსტიტუტი,405013195
886745,შპს დანბლანში,405063274
886761,შპს ფიზიოთერაპიისა და სპორტული ტრამვის კლინიკა,400132922
156981,ფრანგული სამედიცინო ცენტრი კახეთი-იონი აიპ,227766842
886780,შპს ყიფშიძე 2014,416311529
886805,შპს მინანქარი,405370192
886814,შპს ოქსერ,445427182
886815,შპს თამაზ ორაგველიძის კარდიოლოგიური ცენტრი,401963693
886818,შპს ჯიენჯი ფარმა,200267549
886824,ინდივიდუალური მეწარმე ანიკო რაზმაძე სხვა,10140000
886833,შპს ქ.თბილისის N2 საოჯახო მედიცინის ცენტრი,200006493
886886,შპს ქ.თბილისის №19 მოზრდილთა პოლიკლინიკა,206040728
886888,შპს გიორგი ბრეგაძის სამედიცინო ცენტრი კაპილარი,405720778
886958,შპს ლუმოს ვიჟენ,404684935
886960,შპს სმაილ გალერი,402129745
886965,შპს ჯანმრთელი ოჯახი,406110783
886967,ინდივიდუალური მეწარმე ქეთევანი ვარაზაშვილი სხვა,130010102
886971,შპს ბაქტერიოფაგის ავტორიზებული აფთიაქი,405015175
5434,შპს ვისტამედი,205267780
886991,შპს მანანა მგალობლიშვილის რეპროდუქციული მედიცინის ცენტრი,249265012
887029,სტომატოლოგიური კლინიკა დენტიცო შპს,105175284
458049,ჯი-ემ შპს,416352985
887041,შპს ედელვაისი ბ,406267196
887042,შპს ეკატერინე ფერაძის სტომატოლოგიური ცენტრი,443875273
887043,შპს პროფ. ჟორდანიას და პროფ. ხომასურიძის რეპროდუქტოლოგიის ინსტიტუტი,404888289
887091,შპს გაგა ლაფანაშვილის კლინიკა,201948786
887096,შპს იმპულსი,245446174
887098,შპს სოფია 13,405603146
887139,შპს მედიქალ ცენტრი,417883945
887151,შპს დიაგნოსტიკური ცენტრი ბიომედი,412762489
887153,შპს მარსანი,405221567
887185,ავადმყოფთა მომსახურე სასულიერო პირთა ორდენის (კამილიელების) ფილიალი საქართველოში შპს,204900250
887190,ვლადიმერ კუკულაძე - სამ. კომპანია იმპულსი სხვა,620010014
887191,შპს ზუმა დენტი,200010415
887192,შპს სამკურნალო დიაგნოსტიკური ცენტრი ლოკუსი,200102897
887201,შპს თალიზი,211379220
887229,შპს სითი ფიზიო - ხერხემლისა და სპორტული ტრავმის კლინიკა,405546011
887242,შპს ბავშვთა სარეაბილიტაციო ცენტრი რეჰაბ,405180450
887251,შპს მაკა ღარიბაძის სტომატოლოგიური კლინიკა,406252344
37513,ი. ბოკერიას სახელობის ნეიროგანვითარების ცენტრი შპს,202056372
887277,შპს სასტუმრო - თბილისის სპა კურორტი,404585640
887278,შპს საქართველოსა და ისრაელის სტომატოლოგიური ცენტრი,405401729
887280,ავთანდილ ხუჭუა - მიულერდენტი შპს,105022706
887286,შპს სტომუსი,405189601
887287,შპს გ.მ,400242475
887295,შპს გ.ა. სტომატოლოგიური კლინიკა,402225196
887404,შპს ნიუდენტ XXI სხვა,245626158
887407,შპს მედსერვისი,200001247
887419,შპს სოლო კლინიკ ჯორჯია,404667829
887420,შპს დენტალ 24,405695181
37405,შპს ბიომედიკა,405045044
887425,შპს შენი კლინიკა ჯიქიაზე,405404904
887452,შპს დავით მეტრეველის სამედიცინო ცენტრი,404869380
887458,შპს ჯეო ფარმა,406158697
53813,შპს ნინო ქარდავას სტომატოლოგიური კლინიკა,404475180
887504,შპს VC,216329426
887517,შპს ოპტიმა დენტალი,406111407
887528,შპს ნიუ იმიჯ ორთოდონტიქსი,402285175
887552,შპს სტაილ სმაილ კლინიკ,404539567
887575,შპს ლა დენტი,205204330
887585,შპს ჰეკატე,245436096
887603,შპს დენტალ ენდ ესთეტიკ სტუდიო,405476649
887608,"შპს""მკურნალი-სენაკის საოჯახო მედიცინის ცენტრი""",439863480
887630,შპს დენტალ ლაინი,404590420
887631,შპს ექომედი,216454218
887634,ინდივიდუალური მეწარმე ნინო კობიძე სხვა,104961800
887643,შპს პირველი და ორი,404639744
887665,მზექალა დუდუნია სხვა,580010053
887666,შპს თამარ გაგოშიძის ნეიროფსიქოლოგიის ცენტრი სხვა,405243026
887667,შპს ნეფროლოგიის განვითარების კლინიკური ცენტრი,406034937
887698,ინდივიდუალური მეწარმე გიორგი ჩილინგარიშვილი სხვა,470010377
887727,შპს ელელგრუპი,405427916
887729,შპს ეუ-ლაბი,405443541
887732,შპს დენტალ ცენტრი,405133671
887742,ი/მ ცირა აბლოთია შპს,190010140
887797,შპს ოჯახის მკურნალი,204575851
887806,შპს ჯეოსვისლაბი,404886147
887807,შპს სამედიცინო ცენტრი ბიომედი,405637823
887834,შპს მედიქალ ლოგისტიკს გრუპ,400323725
887908,შპს გველესიანის სტომატოლოგიური კლინიკა ალბა-დენტი,202278597
887909,იმ მურად ღვინჯილია სხვა,510010006
887911,შპს სი ეს აი კლინიკა,404511961
887950,შპს რემედი დენტალ,406310843
887951,შპს უნისტომი,404904877
887984,შპს პანორამა,400290573
888015,შპს ედისონმედი,400275732
888041,ელიდენტი შპს,405406751
888052,შპს მაი სმაილი,400163041
888059,შპს პერსონამედი,420009289
888068,შპს თვალის კლინიკა,437372460
888072,შპს ევროპული სამედიცინო ცენტრი,412696462
888123,შპს ქ. ბათუმის N 4 პოლიკლინიკა,245425197
888128,შპს ქართულ-გერმანული სტომატოლოგიური კლინიკა ვოკო-დენტალი,402040420
888129,შპს ლორმედ,245629510
888130,შპს ისი-დორე,237079941
888131,შპს ნინო კორძაძის სტომატოლოგიური კლინიკა,400103972
888161,შპს დენტა ფიქსი,405658426
888163,შპს ნეგი,445451323
888168,შპს კლინიკა ანატომია,402180493
888186,ინდივიდუალური მეწარმე ქეთევან ბარბაქაძე სხვა,570010506
888211,შპს ქალი და ჯანმრთელობა,204950115
888213,"შპს""შორენა მიმინოშვილის სტომატოლოგიური კლინიკა ნი დენტი""",402316276
888226,შპს ვ.პ. დენტალი,205260395
888227,შპს გლუკოზა პს,445527190
888233,"სს""საქართველოს კლინიკები""ხულოს კლინიკა",",0447620,"
888262,შპს სმაილ სოლუშენ,400319703
888266,შპს შენი სამედიცინო ლაბორატორია,404681073
888267,შპს ბიუთი მედი,405287737
888283,შპს დენტალ ჰაუსი,405112300
888308,შპს Elite-dent+,247009650
888319,იმ მთვარისა მთვარაძე სხვა,360010038
888355,შპს კტ დენტი,448412557
888359,შპს ნუგოდენტი,400047114
888364,შპს იორ დენთისთ,445676876
3469,"შპს ჰეპატოლოგიური კლინიკა „ჰეპა""",205093147
888382,შპს ქუთაისის №2 პოლიკლინიკა,212674710
888436,შპს მკურნალი,244549002
888505,შპს ფარმთაუნი,446979725
888529,შპს მედიქალ ნეთვორქ,405641122
888536,იმ ქეთევან ქავთარაძე სხვა,111344518
888543,შპს მმს,215083040
888545,"ს.ს. თ.ცერცვაძის სახელობის ინფექციური პათოლოგიის, შიდსისა და კლინიკური იმუნოლოგიის სამეცნიერო პრაქტიკული ცენტრი სს",21215375
888561,შპს N21 ბავშვთა პოლიკლინიკა,201947368
888578,შპს ესთეტიკი,416310959
888604,შპს დენტაპრიმ,204964333
888605,შპს კლინიკა არია,404557252
888607,შპს ალექსანდრე კაკაბაძე,400019298
888638,ინდივიდუალური მეწარმე ეკატერინე ცირეკიძე სხვა,112847732
888668,ი.მ ლანა ბალანდინა სხვა,600010351
888670,"შპს ""კვანტალიანის სახ. სისხლის ბანკი","20486810,"
888779,შპს ვენუს ჯორჯია,202289184
888797,იმ გიორგი ჩოჩნიძე სხვა,126164880
888798,შპს სი ენ სი,405096435
888824,შპს ექსნერ და კომპანია,205125924
888840,შპს ვიტასკანი,405656525
888849,იმ ნინო მინდიაშვილი სხვა,180010534
888863,შპს ირაო,202066450
888881,შპს ბრენდ მედიკალი,405482749
888899,ოზურგეთის ბავშვთა სამკურნალო ცენტრი შპს,237080984
888905,შპს მიხეილ ფეიქრიშვილის სახელობის სამედიცინო კლინიკა ალფამედი,204970754
888907,შპს ჰერბიონა - დავით ვაშაძის ფიტო-ბალნეოთერაპიის ცენტრი,405384604
888910,შპს ტერმინალი,220004615
888912,ი/მ გიორგი ქვარცხავა სხვა,190010124
888955,შპს ჩვენ,445648265
888966,სს ევექსი - ზუგდიდის პოლიკლინიკა,405670005
888984,ი/მ არტურ აშიკიანი სხვა,470010335
888991,შპს ორთოდონტიული ცენტრი,203864540
888997,შპს ელ ელ-დენტი,417893863
889002,იმ მირზა ნაკაშიძე სხვა,146761288
889003,ინდივიდუალური მეწარმე რეზიდენტი სხვა,610040356
889005,შპს სენამედ-პლიუსი,404945761
889010,შპს პულსი პლუსი,402064476
889036,შპს ნაიფარმ +,445566888
889074,შპს ცაგარეიშვილის სამედიცინო ცენტრი,412683957
889093,შპს უჩა,212152132
889101,შპს ოლიკო ბაზლიძის სტომატოლოგიური კლინიკა,405370922
889113,შპს პმპ-დენტი L.T.D.PMP-DENT,417875678
889115,ი/მ ლალი ველიჯანაშვილი შპს,590010299
889141,შპს პოზიტივ მედიქალ ჯორჯია,445466022
889280,ეკატერინე ფოცხვერაშვილი-ლაბორატორიული დიაგნოსტიკა სხვა,470010067
889376,რეაბილიტაციისა და განვითარების საქველმოქმედო ცენტრი თანაზიარი შპს,220341841
28579,სსიპ აპ.ურუშაძის სახ. სტომატოლოგიური კლინიკა,211328703
889393,შპს ეკა ალავერდაშვილის სტომატოლოგიური კლინიკა არტ სმაილი,406392158
889402,ი/მ ნონა რეხვიაშვილი შპს,100010026
889404,შპს თი ეს აი,406252825
889451,იმ ელზა ბაქრაძე სხვა,102295507
889462,შპს კარდიოკლინიკა-დიღმის სამედიცინო ცენტრი,401993303
889464,შპს ელ ფარმი 2024,436061333
26590,შპს ესთელაინი,204955076
889531,ი/მ გიორგი მოდებაძე შპს,250010246
889693,ალექსანდრე საბეკია-ჰეფი ჰართ შპს,149250805
889706,შპს ეკა შეშაბერიძის ჯანმრთელობის და რეაბილიტაციის ცენტრი,404915240
889731,ი/მ დალი უმფრიანი შპს,620070048
889736,შპს Dental World,404400849
889745,შპს ღიმილის სააგენტო,420432231
889788,"სს""გლობალმედის საუნივერსიტეტო კლინიკა""",402101329
889790,შპს ჰელსი ლუქ,405522073
889794,შპს მობილმედსერვისი,405002152
889801,შპს მარგალიტი,404416039
889810,შპს სამედიცინო-სამკურნალო ცენტრი გერგილი+,212812438
889821,შპს STAR-MED,448047319
889825,შპს ქუთაისის მოზრდილთა N5 პოლიკლინიკა,212686477
889843,შპს ჰეალაინ ინტერნეიშნლ,200122036
889867,ი/მ თამარი გოგოლაძე NuMa Dent შპს,470010021
889930,"შპს""ჯანმრთელობის სახლი""",404438033
889942,შპს მესხი,422736766
889950,ი/მ ვლადიმერ მარგველაშვილი შპს,103812313
890813,იმ მიხეილ სარუხანოვი სხვა,106055964
890814,შპს კლინიკა ელიტე,430024332
890815,შპს ფარმა ბუმი 1,406481329
890820,შპს მიამედ კონსილიუმი სხვა,212274698
890830,შპს კესარელის სტომატოლოგიური ცენტრი,434157663
890844,შპს ქეიეფ დენტალი,400317233
890846,"შპს ""დენტალ რუმი""",406171645
890852,შპს ეშვი,416362705
890875,შპს MEDHOUSE,400090842
890887,შპს დენტორი,400320773
890895,შპს პეტრე სარაჯიშვილის სახელობის ნევროლოგიის ინსტიტუტი სხვა,205217521
890898,შპს ტოტალ შარმ ვაკე,404596638
890929,შპს ნინო ნინიძის სამედიცინო დიაგნოსტიკური ცენტრი,416331552
890930,შპს ქუთაისის ბავშვთა და მოზრდილთა №4 სამკურნალო-დიაგნოსტიკური ცენტრი სხვა,212688064
890944,შპს დენტა,200010433
890965,იმ ვახტანგ კალანდია სხვა,620010105
890969,შპს ქიდს სმაილი,445511660
890971,შპს გლობალ დენტ არტი სხვა,405287112
891020,შპს ენდენტალ კლინიკ 2022,427744328
891037,შპს ბათუმი სითი მედი,445723897
891604,შპს მედოფარმა +,446979789
891704,შპს ფემილი დენტისტ სხვა,445503349
891818,შპს ჰარმონია ბათუმი,445477877
891885,"ი/მ ავთანდილ ყუბანეიშვილი კლინიკა ""ავთანდილი"" სხვა",600020181
891892,შპს ესთეტიური სტომატოლოგიის ცენტრი კალასი,406246218
891909,შპს აჭარის კანის და ვენსნეულებათა რეგიონალური ცენტრი სხვა,245423545
891979,შპს ჰებე,405212443
891988,შპს გ. მ. დენტალ გრუპ,412731361
891989,შპს მ. გ. დენტალი,416362590
891990,შპს ქუთაისის რეგიონალური კანისა და ვენსნეულებათა დისპანსერი,212688046
892015,ქართულ უკრაინული მედკაბინეტი შპს,10010249
892016,შპს ქ. თბილისის №11 სამკურნალო-პროფილაქტიკური ცენტრი,206039758
892017,შპს ოპტიმუს დენტალ სტუდიო,405533935
892063,შპს სამედიცინო ჰოლდინგი 23,400027127
892085,ნინო კიბორძალიძე - Etra dentist შპს,102183548
892145,შპს კრეატორს ოფ სმაილს,445586704
892170,შპს ენდო+,405403754
892179,შპს ბეტა პლუს ფერტილიტი,405277640
892227,შპს ფარმატონი სხვა,440388554
892246,ონკოპრევენციის ცენტრი შპს,202955971
892247,შპს გრაალი + სხვა,204982938
892250,შპს ელიზ დენტი,404477909
892252,შპს ჯი ბი დენტი,406412467
892312,იმ ირინა ახობაძე სხვა,370010012
892313,იოსებ ქაფიანიძე - მაქსიდენტ + შპს,106075470
892328,შპს გარანტი M,401981147
892329,შპს დენტალ შარქს,402286664
892331,შპს ასტრა დენტალ კლინიკა,405679047
892342,ი/მ გიგა ფაჩოშვილი შპს,450010079
892367,შპს ფარმა სესი+,445542146
892404,ინდივიდუალური მეწარმე ნინო ნაყოფია სხვა,620090000
892412,შპს გინმედიქალი,405554699
892476,შპს სმაილი,402030967
892485,ინდივიდუალური მეწარმე არტურ ბალასანიან სხვა,124402850
892529,იმ ირმა ჯანელიძე სხვა,530010429
892564,სპს თამარ ზოიძე,248383039
892570,შპს დენტალ ლაუნჯი სხვა,245626041
892571,შპს ჯ.მ.ჯ,245433758
892593,ი/მ ლიანა შალამბერიძე შპს,620010198
892615,შპს მოლარი,412671693
892617,ი/მ ელენე სალუქვაძე სხვა,180010133
892634,შპს დედა და ქალი,406300934
892747,იმ ნინო ნასყიდაშვილი სხვა,124088593
892944,საქართველოს ტერფის და კოჭწვივის სახსრის ინსტიტუტი შპს,404557243
893341,შპს ნუგეში პლიუსი,446956660
893638,შპს რიხტერის კლინიკა სხვა,402270449
893658,ანა დავითიძის სტომატოლოგიური კლინიკა შპს,430010382
893669,"შპს ,,ჯი რიმონ""",446612766
893797,შპს ეკოფარმა,405234090
893810,შპს იუჯი რეავიტა დენტი,405292589
893853,ი.მ მარეხი ლოლაძე შპს,180010393
893854,შპს ინტერნეიშენალ მედიკალ კლინიკ,402325275
893942,შპს Beauty Life,204557639
893974,შპს იმეჯიქს მედიქალ,404683491
894022,შპს კაფსულა 25,402334309
894063,შპს ნინო დადვანის ესთეტიკის და სტომატოლოგიის ცენტრი,405593111
894077,შპს ჰელიოდენს,404412827
894080,შპს სამედიცინო ცენტრი ველმედი,420423731
894081,NM დენტალი შპს,10300076
894087,შპს ლაგიმედი,412700242
894091,შპს თ.მ. დენტალ კლინიკა,400329462
894094,შპს №8 სამკურნალო დიაგნოსტიკური ცენტრი,206035565
894103,შპს ვი ვი ეს,405228846
894113,შპს კარდინალ დენტი,412755567
894563,ი.მ ნათია ხარბედია სტომატოლოგიური კაბინეტი შპს,390010003
894566,ინდივიდუალური მეწარმე ანა ჯოხაძე სხვა,126564341
894819,შპს იარალი,200265836
894835,სს რუსთავის ბავშვთა საავადმყოფო,216315681
894856,შპს ტრეზორი შპს მოლეკულური მედიცინის კვლევითი ცენტრი - პრაიმაქსი,404578051
894877,შპს სამედიცინო ცენტრი ესთერი,203845125
894878,შპს სტომატოლოგიური კლინიკა დენტ ადეპტი+,406098967
894996,ი/მ ნინო ბერიძე შპს,10190456
895013,ინდივიდუალური მეწარმე მარინე სტურუა ხარება სხვა,138758039
895016,ნატალია კოპალიანი შპს,600010251
895018,Acibadem აჯიბადემი თურქეთი სხვა,10251
895052,ი/მ თამარ ხარაბაძე შპს,530010069
895068,ინდივიდუალური მეწარმე ელენე ბერძენიშვილი სხვა,4010442
895100,კირვალიძე სტუდიო დენტალ შპს,405537101
895130,შპს ვერა-დენტი,204513927
895154,გიორგი ვაჩეიშვილი სხვა,138764638
895158,შპს დერმა პლიუსი,405349706
895182,შპს რუხის რესპუბლიკური საავადმყოფო,420012667
895278,შპს Dent-x,400031336
895283,შპს სოლუ დენტი ,430032172
895319,შორენა ქარჩავა სხვა,120347180
895394,შპს ნაო,428518936
895412,"ი/მ ვლადიმერ ბერაძის სტომატოლოგიური კლინიკა ""დენტალ ლი"" სხვა",130088242
895441,შპს ნიკა,203837045
895446,DENTAL STORY შპს,390010375
895450,შპს ბათუმის დიალიზის და ნეფროლოგიის ცენტრი,405045437
895466,ალექსანდრე ნათიშვილის მორფოლოგიის ინსტიტუტი (ივ. ჯავახიშვილის სახელობის თბილისის სახელმწიფო უნივერსიტეტის) შპს,204864549
895470,ი/მ ქრისტინა ბერძნიშვილი სხვა,10130088
895482,ინდივიდუალური მეწარმე ნინო გრიგალაშვილი ფამილი ლაბ სხვა,570010266
895483,ლალი ბეროზაშვილი ინდ მეწერმე სხვა,570010215
895486,ზვიად ხარატიშვილი სტომატოლოგიური კლინიკა სხვა,10300156
895520,შპს ირმა ხვიჩიას რეაბილიტაციის ცენტრი,445593206
895524,შპს თორელი,405211346
895545,შპს ბაკურ კოტეტიშვილის ფსიქონევროლოგიური კლინიკა,205193137
895579,შპს თელავი ფარმაცი,431441031
895580,შპს ოდიდენტი,400413557
895735,შპს დეამედი სხვა,405243990
895739,შპს ტერფის ფუნქციონალური დიაგნოსტიკისა და კორექციის ცენტრი-ტერდი,211395042
895786,ი.მ მელანო ტორონჯაძე სხვა,10050001
895787,შპს მედ 11,400245533
895795,შპს სამედიცინო გენეტიკის და ლაბორატორიული დიაგნოსტიკის ცენტრ,404580501
895827,E M DENTAL CLINIC შპს,10030059
895864,შპს ორსმედი,404469366
895865,შპს სანი,401958226
895950,შპს ჯითი-დენტალი,416314385
895991,ინდივიდუალური მეწარმე ნანა ზარდიაშვილი სხვა,13018048
895997,შპს დემამა,424093322
896025,შპს რუსთავის მედიცინის სახლი - №1 სამკურნალო დიაგნოსტიკური ცენტრი,416294566
896041,შპს ჯმფ,402036756
896080,ი/მ ანა გოჩელაშვილი სხვა,620010258
896087,შპს გალა დენტი,406044926
896097,ლ. საყვარელიძის სახელობის დაავადებათა კონტროლის და საზოგადოებრივი ჯანმრთელობის ეროვნული ცენტრი სხვა,211324350
896291,შპს მარმედი სხვა,405560780
896412,შპს ვ. სანიკიძის სახელობის ომის ვეტერანთა კლინიკური ჰოსპიტალი,202054988
896413,შპს ქალთა კლინიკა,405338987
896459,შპს ჯი ენდ დი,406306091
896464,შპს ნინო ფიფიას კლინიკა დენტი,406372688
896492,გვანცა ტოხიშვილი სხვა,111111114
896506,შპს წყნეთის საექიმო ამბულატორია,204869455
896508,ინნ დენტალ სტუდიო შპს,10290126
897196,ლელა მერაბიშვილი სხვა,470010046
897276,შპს რენოვა 2024,420016627
897377,ი/მ ინგა ღანიშაშვილი სხვა,230010009
897421,შპს ახალი ცენტრი დენტალ პალასი,420431893
897426,NT დენტი სხვა,121212129
897447,სს ევექსი - მთაწმინდის პოლიკლინიკა,405670009
897467,შპს სატახა,236689696
897471,ი. მ ასლან ფარტენაძე შპს,610060176
897476,შპს ხელვაჩაურის სამედიცინო ცენტრი,248384519
897489,შპს პირველი სამედიცინო ცენტრი,200007140
897496,ი/მ თეიმურაზ ძოძუაშვილი შპს,530010093
897539,შპს საოჯახო სტომატოლოგიური ცენტრი - ჩემი სტომატოლოგი,445479278
897540,შპს დანაგი,445593019
897543,შპს ტოტალ,215139151
897544,შპს ახალი სამედიცინო ტექნოლოგიები,400179436
897547,შპს ჰაიმედი,416291113
897618,„დისტანციურად მომუშავე ექიმი„,555443322
897624,შპს ენდოკრინოლოგიური ცენტრი,212688055
897634,შპს დენტარისი,400366858
897635,შპს პრაიმ კლინიკა სხვა,405572624
897656,შპს კლინიკური დიაგნოსტიკური ცენტრი ნიკემედი,404954563
897660,ზაირა ქიტოშვილი სხვა,130010064
897666,შპს ენენ,400317858
897679,შპს სტუდიო დენტალ,416305242
897722,თამარ ჩადუნელი სხვა,10080473
897725,შპს ინტეგრაციული და ოსტეოპათიური მედიცინის ცენტრი,404731901
897732,შპს დუღაბი № 1 ,424611548
897798,შპს ვეგა დენტ,400214763
897802,შპს პი ემ დენტალი,405233894
897803,ჰელიო-დენტი შპს,404415272
897829,სამედიცინო ცენტრი სეუ კლინიკა შპს,406024868
897855,შპს რეაბილიტაციის ცენტრი ახალი ხედვა,402242729
897871,შპს დენტალ ქეა,400136081
897875,შპს ქუთაისის რეგიონალური სისხლის ბანკი,212677566
897884,ინდივიდუალური მეწარმე რატი არბოლიშვილი - დენტალუქსი სხვა,104962275
897890,შპს თეომედი,204950605
897939,ინდივიდუალური მეწარმე ციცინო ლაბაძე სხვა,570010193
898005,გუგა სიხარულიძის მენტალური ჯანმრთელობის კვლევითი ცენტრი სხვა,123123124
898010,შპს თბილისის №24 ბავშვთა პოლიკლინიკა,209472881
898038,შპს ელიტა მედი,404434652
898056,"ნათია გაჩეჩილაძე, სტომატოლოგიური კლინიკა Plura Denti სხვა",106204964
898100,შპს დენტალ-ლ,202173254
898179,შპს ჯითი-ფარმ 1,445620588
898257,შპს რეკომენ დენტი,400179061
898263,შპს ინვიტა,416373383
898404,ია დენტი სხვა,570010138
898427,რეაბილიტაციის რეგიონალური ცენტრი შპს,445570953
898469,შპს სენაკის საავადმყოფო-პოლიკლინიკური გაერთიანება,239865071
898516,შპს სითი-დენტ გრუპი,404510604
898526,ი/მ გულნარა მაღლაფერიძე ართრომედი შპს,600020082
898580,შპს ჰელსივეი ფარმა,405720803
898630,შპს ბარრი ჯორჯია,405378336
898662,შპს ლია ბაწელაშვილის სტომატოლოგიური ჰაბი ვაით ლაინი,416352887
898677,შპს ტოტალ დენტი,405381894
898705,შპს რამიშვილის სამედიცინო ცენტრი,405739731
898713,შპს მენტალური ჯანმრთელობის საერთაშორისო კვლევითი ცენტრი,405615936
898783,შპს კერამიკო სხვა,5215159
899155,შპს თვალის კლინიკა აისი,437373370
899183,ი/მ დალი ალხანაშვილი შპს,400010292
899184,შპს დეფარმი,446969665
899316,ინდივიდუალური მეწარმე შორენა ხოშტარია სხვა,139888110
899344,შპს აღდგენითი თერაპიის ცენტრი ჰარმონია,401948381
899419,შპს დიაგნოსტიკა და ლაბორატორია,412766289
899501,ინდივიდუალური მეწარმე ნუნუ მატუა სხვა,102934087
899537,შპს თ.ერისთავის სახელობის სამკურნალო პროფილაქტიკური ცენტრი „მკურნალი“,401996113
899543,შპს სტომატოლოგიური კლინიკა თ.ფ.,405039088
899544,შპს ნ.ბ.დ. კომპანია,448411987
899552,შპს კისკის დენტი,402298786
899553,შპს იდეალ სმაილი,445637142
899567,შპს ახალი ღიმილი 21 საუკუნე,448417641
899606,შპს სამკურნალო-გამაჯანსაღებელი ცენტრი ანთროპოსი,202388754
900134,ვიტაფარმი სხვა,400271503
900161,პირველი ნაბიჯი საქართველო სხვა,202061838
900222,შპს ოსტეომედი,416381427
900277,შპს ცოცხალი პლანეტის კომპანია,206295445
900295,შპს დენტალ ჰოუმ,404988796
900305,სარა მამედოვა სხვა,120010208
900307,შპს ფიზიკური მედიცინისა და რეაბილიტაციის ცენტრი კინეზისი,406320850
900335,შპს ბაგუ დენტი,420017127
900349,შპს პროფი ესთეტიკი,405589448
900350,შპს ერთობა,405425179
900815,შპს ოფის დენტალი,445598755
900827,მიხეილ წერეთლის სტომატოლოგიური ცენტრი – ფემილი სხვა,10110278
900894,შპს დენტალმარკეტ,205294072
900897,ი/მ მაია ალბუთაშვილი შპს,80010028
900905,შპს ქუთაისის დ. ნაზარიშვილის სახელობის საოჯახო მედიცინისა და საოჯახო მედიცინის რეგიონალური სასწავლო ცენტრი,212693770
900912,ავერსი/პსპ/გეფა/იმპექსი,121212121
900913,ავერსი/პსპ//იმპექსი,121212122
900919,დენტალ სტუდიო G.K შპს,405305664
900971,ზ.უგრეხელიძის სახ.სამედიცინო ცენტრი შპს,41268206
900991,შპს ამიდენტი,416368321
901029,ვალერი ქოჩარიანი ი/მ სხვა,10250024
901041,შპს რემეა,406502208
901045,შპს ანი დენტი,406186005
901188,ი/მ მარიია ლორდქიფანიძე შპს,12011563
901194,შპს მედი პრივე,404383698
901196,ი/მ ლაშა აბრამიშვილი შპს,10090006
901199,შპს ქალთა ჯანმრთელობის ინოვაციური ცენტრი,405228579
901305,შპს დენტუს,402141446
901306,შპს ბელლა-დენტ,406271859
901307,ზიზი ჭელიძის სტომატოლოგიური კლინიკა შპს,406324605
901384,შპს ეკატერინე ხიდაშელის სტომატოლოგიური კლინიკა,402203398
901451,ესკულაპი (ი/მ ნინო გურულის სტომატოლოგიური კლინიკა) სხვა,540010047
902209,შპს სიესდი საქართველო,406208642
902225,შპს კენარი სხვა,40439222
902256,NMN Dental studio სხვა,111111118
902257,ლაიონსების თვალის დიაბეტური კლინიკა - საქართველო სხვა,405259740
902294,ინდივიდუალური მეწარმე ნოდარი ხობუა სხვა,530010441
902303,შპს ნეიროგენეტიკისა და მეტაბოლიზმის ცენტრი,405197317
902381,შპს პრემიუმ ფარმა,400420772
433796,შპს სენა-მედი,202948819
902484,შპს არტ დენტალ ჰაუს,412758378
902485,შპს პერსონალ ორთოდონთიქს,405372430
902515,შპს აპექსდენტი,404885709
902516,შპს სანადენტი Sanadent,405023638
902540,შპს ოპტიმედი,205014946
902594,შპს რეგიონული ჯანმრთელობის ცენტრი,405477719
902617,ი/მ ხათუნა ელოშვილი შპს,10020186
902653,შპს ლ კვადრატი,406284168
902665,შპს თელავის ფსიქონევროლოგიური დისპანსერი,231171157
2353,შპს ნიუ ჰოსპიტალს,205210467
902725,შპს ლევან ქავთარაძის სახელობის სამედიცინო ცენტრი,244549000
902852,სსიპ თსსუ №1 სტომატოლოგიური კლინიკა,"21132870,"
902853,"შპს ""მრჩეველი"" ბათუმი","20495449,"
902854,"შპს ""მრჩეველი"" ქუთაისი",20495449
